State,AgencyType,AgencyName,AssaultOffenses,HomicideOffenses,KidnappingAbduction,SexOffenses,SexOffensesNonforcible,Arson,Bribery,BurglaryBreaking&Entering,CounterfeitingForgery,DestructionDamageVandalism,Embezzlement,ExtortionBlackmail,FraudOffenses,LarcenyTheftOffenses,Robbery,StolenPropertyOffenses,DrugNarcoticOffenses,GamblingOffenses,PornographyObsceneMaterial,ProstitutionOffenses,WeaponLawViolations,TotalOffences
VIRGINIA,Cities,Kilmarnock,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
VIRGINIA,Cities,La Crosse,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,8.0,0.0,0.0,2.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,59.0
VIRGINIA,Cities,Lawrenceville,38.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,22.0,1.0,0.0,15.0,144.0,2.0,0.0,27.0,0.0,0.0,0.0,2.0,266.0
VIRGINIA,Cities,Lebanon,675.0,1.0,4.0,39.0,4.0,7.0,1.0,46.0,33.0,354.0,29.0,1.0,217.0,928.0,18.0,10.0,317.0,0.0,6.0,3.0,19.0,2712.0
VIRGINIA,Cities,Leesburg,17.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,34.0,0.0,0.0,4.0,51.0,0.0,0.0,31.0,0.0,0.0,0.0,4.0,179.0
VIRGINIA,Cities,Lexington,16.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,10.0,13.0,1.0,0.0,6.0,45.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,110.0
VIRGINIA,Cities,Louisa,46.0,0.0,0.0,4.0,0.0,0.0,0.0,25.0,5.0,62.0,3.0,0.0,16.0,114.0,3.0,0.0,10.0,0.0,0.0,0.0,1.0,289.0
VIRGINIA,Cities,Luray,2299.0,3.0,37.0,128.0,0.0,13.0,1.0,369.0,60.0,727.0,27.0,1.0,371.0,1665.0,46.0,13.0,898.0,1.0,5.0,13.0,111.0,6788.0
VIRGINIA,Cities,Lynchburg,763.0,2.0,27.0,45.0,1.0,7.0,0.0,116.0,20.0,545.0,8.0,0.0,236.0,761.0,51.0,4.0,458.0,0.0,10.0,3.0,35.0,3092.0
VIRGINIA,Cities,Manassas,164.0,0.0,2.0,5.0,1.0,0.0,0.0,20.0,2.0,97.0,4.0,0.0,35.0,203.0,1.0,12.0,134.0,0.0,2.0,0.0,18.0,700.0
VIRGINIA,Cities,Manassas Park,111.0,0.0,7.0,10.0,0.0,4.0,0.0,31.0,10.0,62.0,6.0,0.0,39.0,163.0,5.0,4.0,83.0,0.0,0.0,0.0,15.0,550.0
VIRGINIA,Cities,Marion,323.0,1.0,1.0,12.0,0.0,5.0,0.0,77.0,20.0,211.0,11.0,0.0,55.0,319.0,7.0,2.0,161.0,0.0,1.0,0.0,36.0,1242.0
VIRGINIA,Cities,Martinsville,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0
VIRGINIA,Cities,Middleburg,12.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,57.0
VIRGINIA,Cities,Middletown,9.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0
VIRGINIA,Cities,Mount Jackson,12.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,2.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,50.0
VIRGINIA,Cities,Narrows,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,7.0,1.0,0.0,3.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0
VIRGINIA,Cities,New Market,4214.0,20.0,60.0,126.0,8.0,71.0,0.0,1028.0,302.0,2582.0,62.0,1.0,1279.0,4491.0,273.0,35.0,1638.0,2.0,5.0,92.0,840.0,17129.0
VIRGINIA,Cities,Newport News,4618.0,36.0,44.0,232.0,5.0,58.0,0.0,2108.0,205.0,3600.0,62.0,0.0,637.0,8450.0,491.0,22.0,1461.0,5.0,8.0,148.0,169.0,22359.0
VIRGINIA,Cities,Norfolk,67.0,1.0,4.0,1.0,0.0,0.0,0.0,11.0,6.0,45.0,5.0,0.0,24.0,202.0,0.0,0.0,51.0,0.0,2.0,0.0,7.0,426.0
VIRGINIA,Cities,Norton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
VIRGINIA,Cities,Occoquan,10.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,25.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,56.0
VIRGINIA,Cities,Onancock,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
VIRGINIA,Cities,Onley,60.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,7.0,48.0,9.0,0.0,24.0,118.0,1.0,0.0,49.0,0.0,0.0,0.0,2.0,332.0
VIRGINIA,Cities,Orange,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
VIRGINIA,Cities,Parksley,10.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,5.0,9.0,8.0,0.0,16.0,94.0,0.0,0.0,32.0,0.0,0.0,0.0,3.0,183.0
VIRGINIA,Cities,Pearisburg,10.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,7.0,1.0,0.0,5.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,66.0
VIRGINIA,Cities,Pembroke,16.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,15.0,0.0,0.0,0.0,56.0,1.0,0.0,20.0,0.0,0.0,1.0,1.0,129.0
VIRGINIA,Cities,Pennington Gap,727.0,5.0,1.0,21.0,4.0,5.0,0.0,379.0,21.0,469.0,17.0,0.0,82.0,841.0,56.0,13.0,637.0,0.0,1.0,2.0,109.0,3390.0
VIRGINIA,Cities,Petersburg,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
VIRGINIA,Cities,Pocahontas,158.0,0.0,1.0,3.0,2.0,4.0,0.0,3.0,10.0,107.0,0.0,0.0,5.0,30.0,0.0,0.0,70.0,0.0,1.0,0.0,8.0,402.0
VIRGINIA,Cities,Poquoson,2890.0,12.0,58.0,115.0,2.0,14.0,0.0,1224.0,145.0,1795.0,48.0,2.0,725.0,3447.0,183.0,43.0,635.0,2.0,2.0,12.0,219.0,11573.0
VIRGINIA,Cities,Portsmouth,7.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,11.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,38.0
VIRGINIA,Cities,Pound,146.0,0.0,7.0,15.0,0.0,2.0,0.0,57.0,69.0,152.0,32.0,0.0,102.0,282.0,7.0,2.0,171.0,0.0,4.0,0.0,22.0,1070.0
VIRGINIA,Cities,Pulaski,45.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,20.0,0.0,0.0,18.0,55.0,0.0,2.0,24.0,0.0,0.0,1.0,3.0,174.0
VIRGINIA,Cities,Purcellville,347.0,1.0,2.0,23.0,0.0,2.0,0.0,103.0,82.0,292.0,3.0,0.0,166.0,341.0,9.0,6.0,369.0,0.0,3.0,0.0,22.0,1771.0
VIRGINIA,Cities,Radford,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0
VIRGINIA,Cities,Rich Creek,69.0,0.0,1.0,2.0,0.0,3.0,0.0,49.0,20.0,62.0,2.0,0.0,29.0,216.0,4.0,3.0,47.0,0.0,0.0,0.0,4.0,511.0
VIRGINIA,Cities,Richlands,5139.0,45.0,67.0,104.0,4.0,50.0,1.0,2005.0,303.0,3802.0,74.0,2.0,852.0,6197.0,635.0,48.0,2298.0,4.0,20.0,110.0,726.0,22486.0
VIRGINIA,Cities,Richmond,5341.0,10.0,32.0,106.0,2.0,42.0,1.0,945.0,72.0,2006.0,57.0,2.0,420.0,3620.0,141.0,13.0,1840.0,0.0,7.0,57.0,240.0,14954.0
VIRGINIA,Cities,Roanoke,59.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0,3.0,42.0,4.0,0.0,16.0,192.0,0.0,0.0,71.0,0.0,1.0,0.0,5.0,416.0
VIRGINIA,Cities,Rocky Mount,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
VIRGINIA,Cities,Rural Retreat,376.0,0.0,2.0,6.0,0.0,0.0,0.0,75.0,21.0,256.0,22.0,0.0,60.0,478.0,5.0,2.0,201.0,0.0,0.0,3.0,17.0,1524.0
VIRGINIA,Cities,Salem,23.0,0.0,1.0,1.0,0.0,0.0,0.0,19.0,2.0,18.0,0.0,0.0,3.0,47.0,0.0,1.0,17.0,0.0,0.0,0.0,1.0,133.0
VIRGINIA,Cities,Saltville,16.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,11.0,1.0,0.0,2.0,36.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,98.0
VIRGINIA,Cities,Shenandoah,90.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,10.0,77.0,1.0,0.0,18.0,92.0,4.0,1.0,53.0,0.0,0.0,4.0,6.0,367.0
VIRGINIA,Cities,Smithfield,197.0,0.0,2.0,4.0,0.0,1.0,0.0,76.0,11.0,153.0,13.0,0.0,35.0,329.0,8.0,0.0,55.0,0.0,0.0,0.0,11.0,895.0
VIRGINIA,Cities,South Boston,97.0,0.0,0.0,5.0,0.0,0.0,0.0,18.0,3.0,65.0,6.0,0.0,5.0,159.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,369.0
VIRGINIA,Cities,South Hill,7.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,0.0,30.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,59.0
VIRGINIA,Cities,St. Paul,7.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,47.0
VIRGINIA,Cities,Stanley,341.0,1.0,4.0,38.0,4.0,5.0,0.0,58.0,76.0,226.0,18.0,0.0,129.0,457.0,11.0,17.0,177.0,0.0,4.0,2.0,35.0,1603.0
VIRGINIA,Cities,Staunton,37.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,20.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.0
VIRGINIA,Cities,Stephens City,34.0,0.0,0.0,5.0,0.0,1.0,0.0,6.0,2.0,58.0,0.0,0.0,13.0,81.0,1.0,0.0,21.0,0.0,0.0,0.0,3.0,225.0
VIRGINIA,Cities,Strasburg,46.0,0.0,4.0,4.0,0.0,0.0,0.0,25.0,11.0,47.0,3.0,0.0,21.0,122.0,2.0,2.0,72.0,0.0,0.0,0.0,7.0,366.0
VIRGINIA,Cities,Tappahannock,66.0,0.0,1.0,2.0,0.0,1.0,0.0,38.0,42.0,42.0,0.0,0.0,8.0,87.0,0.0,3.0,35.0,0.0,0.0,0.0,3.0,328.0
VIRGINIA,Cities,Tazewell,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0
VIRGINIA,Cities,Timberville,24.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,11.0,0.0,0.0,1.0,12.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,58.0
VIRGINIA,Cities,Victoria,92.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,8.0,122.0,1.0,1.0,63.0,153.0,3.0,1.0,69.0,0.0,2.0,4.0,6.0,557.0
VIRGINIA,Cities,Vienna,249.0,0.0,0.0,5.0,0.0,0.0,0.0,23.0,16.0,159.0,3.0,0.0,78.0,220.0,2.0,0.0,79.0,0.0,3.0,0.0,13.0,850.0
VIRGINIA,Cities,Vinton,6487.0,21.0,56.0,203.0,14.0,123.0,0.0,1558.0,474.0,3636.0,274.0,17.0,1770.0,9699.0,326.0,45.0,2786.0,19.0,21.0,56.0,547.0,28132.0
VIRGINIA,Cities,Virginia Beach,108.0,0.0,3.0,12.0,0.0,0.0,0.0,17.0,12.0,122.0,6.0,2.0,36.0,172.0,4.0,0.0,86.0,0.0,2.0,1.0,5.0,588.0
VIRGINIA,Cities,Warrenton,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,2.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,36.0
VIRGINIA,Cities,Warsaw,15.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,17.0,2.0,0.0,2.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,78.0
VIRGINIA,Cities,Waverly,494.0,0.0,4.0,36.0,0.0,1.0,0.0,88.0,39.0,313.0,14.0,0.0,100.0,627.0,9.0,5.0,140.0,0.0,4.0,0.0,29.0,1903.0
VIRGINIA,Cities,Waynesboro,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,16.0,1.0,0.0,24.0,0.0,0.0,0.0,2.0,54.0
VIRGINIA,Cities,Weber City,29.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,6.0,28.0,0.0,0.0,11.0,34.0,0.0,1.0,10.0,0.0,0.0,0.0,6.0,145.0
VIRGINIA,Cities,West Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
VIRGINIA,Cities,White Stone,180.0,0.0,6.0,8.0,0.0,0.0,0.0,27.0,8.0,107.0,7.0,0.0,35.0,227.0,8.0,1.0,76.0,0.0,0.0,0.0,7.0,697.0
VIRGINIA,Cities,Williamsburg,709.0,0.0,8.0,32.0,0.0,5.0,0.0,166.0,37.0,352.0,20.0,0.0,166.0,1017.0,17.0,15.0,523.0,0.0,3.0,3.0,36.0,3109.0
VIRGINIA,Cities,Winchester,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,15.0,0.0,0.0,4.0,44.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,122.0
VIRGINIA,Cities,Windsor,35.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,6.0,27.0,3.0,0.0,10.0,71.0,1.0,2.0,21.0,0.0,0.0,0.0,2.0,188.0
VIRGINIA,Cities,Wise,42.0,0.0,3.0,12.0,2.0,1.0,0.0,19.0,14.0,57.0,5.0,0.0,35.0,159.0,1.0,2.0,60.0,0.0,4.0,0.0,3.0,419.0
VIRGINIA,Cities,Woodstock,47.0,0.0,2.0,3.0,1.0,0.0,0.0,7.0,20.0,53.0,2.0,0.0,32.0,147.0,5.0,2.0,75.0,0.0,1.0,0.0,7.0,404.0
VIRGINIA,Cities,Wytheville,23.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,42.0,0.0,0.0,2.0,155.0,0.0,2.0,49.0,0.0,3.0,0.0,3.0,286.0
VIRGINIA,Universities and Colleges,Christopher Newport University,19.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,63.0,0.0,0.0,2.0,200.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,306.0
VIRGINIA,Universities and Colleges,College of William and Mary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
VIRGINIA,Universities and Colleges,Emory and Henry College,10.0,0.0,0.0,4.0,0.0,0.0,0.0,19.0,0.0,17.0,0.0,0.0,2.0,24.0,2.0,0.0,18.0,0.0,0.0,0.0,3.0,99.0
VIRGINIA,Universities and Colleges,Ferrum College,31.0,0.0,1.0,1.0,0.0,2.0,0.0,37.0,6.0,87.0,3.0,0.0,13.0,206.0,1.0,5.0,187.0,0.0,0.0,0.0,1.0,581.0
VIRGINIA,Universities and Colleges,George Mason University,17.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,3.0,22.0,1.0,0.0,3.0,59.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,129.0
VIRGINIA,Universities and Colleges,Hampton University,13.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,91.0,0.0,0.0,15.0,128.0,0.0,2.0,44.0,0.0,0.0,0.0,0.0,300.0
VIRGINIA,Universities and Colleges,James Madison University,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.0
VIRGINIA,Universities and Colleges,J. Sargeant Reynolds Community College,16.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,27.0,0.0,0.0,3.0,45.0,1.0,1.0,18.0,0.0,0.0,0.0,2.0,116.0
VIRGINIA,Universities and Colleges,Longwood University,26.0,0.0,0.0,3.0,0.0,3.0,0.0,20.0,3.0,54.0,0.0,0.0,8.0,113.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,236.0
VIRGINIA,Universities and Colleges,Norfolk State University,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,30.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,62.0
VIRGINIA,Universities and Colleges,Northern Virginia Community College,137.0,0.0,1.0,9.0,0.0,1.0,0.0,40.0,5.0,256.0,1.0,1.0,18.0,283.0,8.0,3.0,35.0,0.0,0.0,0.0,4.0,802.0
VIRGINIA,Universities and Colleges,Old Dominion University,30.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,98.0,0.0,0.0,3.0,60.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,301.0
VIRGINIA,Universities and Colleges,Radford University,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0
VIRGINIA,Universities and Colleges,Richard Bland College,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0
VIRGINIA,Universities and Colleges,Thomas Nelson Community College,9.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,47.0,0.0,0.0,0.0,77.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,161.0
VIRGINIA,Universities and Colleges,University of Mary Washington,12.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,83.0,0.0,0.0,3.0,77.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,234.0
VIRGINIA,Universities and Colleges,University of Richmond,72.0,0.0,1.0,6.0,0.0,2.0,0.0,61.0,2.0,70.0,1.0,0.0,12.0,228.0,1.0,1.0,42.0,0.0,1.0,0.0,3.0,503.0
VIRGINIA,Universities and Colleges,University of Virginia,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
VIRGINIA,Universities and Colleges,University of Virginia's College at Wise,156.0,0.0,0.0,3.0,0.0,1.0,0.0,16.0,9.0,80.0,0.0,0.0,42.0,548.0,7.0,1.0,281.0,0.0,1.0,0.0,38.0,1183.0
VIRGINIA,Universities and Colleges,Virginia Commonwealth University,4.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,75.0
VIRGINIA,Universities and Colleges,Virginia Military Institute,53.0,0.0,1.0,7.0,0.0,1.0,0.0,27.0,8.0,85.0,2.0,0.0,17.0,162.0,0.0,3.0,83.0,0.0,0.0,0.0,6.0,455.0
VIRGINIA,Universities and Colleges,Virginia Polytechnic Institute and State University,42.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,24.0,0.0,0.0,7.0,107.0,2.0,1.0,29.0,0.0,0.0,0.0,0.0,219.0
VIRGINIA,Universities and Colleges,Virginia State University,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
VIRGINIA,Universities and Colleges,Virginia Western Community College,1043.0,4.0,12.0,75.0,1.0,12.0,0.0,238.0,35.0,853.0,24.0,6.0,351.0,1215.0,18.0,11.0,333.0,0.0,9.0,4.0,59.0,4303.0
VIRGINIA,Metropolitan Counties,Albemarle County Police Department,167.0,0.0,2.0,7.0,1.0,1.0,0.0,35.0,2.0,46.0,2.0,0.0,15.0,107.0,0.0,1.0,42.0,0.0,0.0,1.0,18.0,447.0
VIRGINIA,Metropolitan Counties,Amelia,150.0,0.0,1.0,14.0,0.0,2.0,0.0,61.0,9.0,120.0,4.0,0.0,25.0,373.0,1.0,0.0,215.0,0.0,4.0,0.0,12.0,991.0
VIRGINIA,Metropolitan Counties,Amherst,18.0,0.0,2.0,5.0,2.0,0.0,0.0,34.0,1.0,29.0,1.0,0.0,9.0,95.0,1.0,2.0,50.0,0.0,0.0,0.0,7.0,256.0
VIRGINIA,Metropolitan Counties,Appomattox,1081.0,5.0,28.0,107.0,1.0,4.0,0.0,287.0,176.0,949.0,69.0,6.0,1097.0,3491.0,118.0,56.0,826.0,3.0,4.0,34.0,52.0,8394.0
VIRGINIA,Metropolitan Counties,Arlington County Police Department,227.0,2.0,12.0,13.0,7.0,3.0,1.0,132.0,27.0,266.0,20.0,2.0,124.0,684.0,2.0,8.0,156.0,0.0,16.0,0.0,28.0,1730.0
VIRGINIA,Metropolitan Counties,Augusta,794.0,1.0,2.0,30.0,6.0,2.0,0.0,225.0,21.0,304.0,7.0,0.0,126.0,498.0,2.0,0.0,222.0,0.0,14.0,1.0,25.0,2280.0
VIRGINIA,Metropolitan Counties,Bedford,211.0,0.0,4.0,14.0,1.0,2.0,0.0,72.0,14.0,94.0,10.0,0.0,45.0,207.0,1.0,6.0,130.0,0.0,4.0,0.0,19.0,834.0
VIRGINIA,Metropolitan Counties,Botetourt,172.0,0.0,0.0,11.0,0.0,1.0,0.0,94.0,8.0,150.0,2.0,0.0,13.0,172.0,4.0,2.0,97.0,0.0,4.0,0.0,17.0,747.0
VIRGINIA,Metropolitan Counties,Buckingham,461.0,3.0,5.0,36.0,3.0,2.0,0.0,152.0,21.0,267.0,6.0,0.0,105.0,578.0,9.0,2.0,200.0,0.0,12.0,0.0,43.0,1905.0
VIRGINIA,Metropolitan Counties,Campbell,349.0,1.0,11.0,40.0,1.0,9.0,0.0,88.0,9.0,166.0,5.0,2.0,91.0,351.0,7.0,4.0,182.0,0.0,5.0,0.0,41.0,1362.0
VIRGINIA,Metropolitan Counties,Caroline,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,52.0
VIRGINIA,Metropolitan Counties,Charles City,5888.0,11.0,46.0,252.0,11.0,73.0,1.0,1653.0,202.0,3380.0,115.0,5.0,1545.0,5106.0,149.0,61.0,2056.0,1.0,30.0,62.0,433.0,21080.0
VIRGINIA,Metropolitan Counties,Chesterfield County Police Department,138.0,0.0,0.0,2.0,0.0,3.0,0.0,40.0,3.0,16.0,1.0,2.0,25.0,96.0,0.0,5.0,34.0,0.0,1.0,0.0,18.0,384.0
VIRGINIA,Metropolitan Counties,Clarke,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,58.0
VIRGINIA,Metropolitan Counties,Craig,337.0,0.0,5.0,17.0,1.0,1.0,0.0,67.0,12.0,164.0,2.0,0.0,88.0,220.0,1.0,2.0,172.0,0.0,6.0,4.0,25.0,1124.0
VIRGINIA,Metropolitan Counties,Culpeper,163.0,2.0,8.0,27.0,0.0,3.0,0.0,113.0,19.0,131.0,8.0,0.0,64.0,359.0,6.0,2.0,143.0,0.0,1.0,0.0,31.0,1080.0
VIRGINIA,Metropolitan Counties,Dinwiddie,7629.0,15.0,145.0,345.0,7.0,70.0,2.0,1068.0,391.0,7342.0,253.0,12.0,2565.0,12927.0,344.0,78.0,5027.0,14.0,93.0,85.0,504.0,38916.0
VIRGINIA,Metropolitan Counties,Fairfax County Police Department,499.0,2.0,3.0,60.0,0.0,10.0,2.0,95.0,19.0,429.0,10.0,0.0,158.0,426.0,4.0,1.0,544.0,0.0,5.0,1.0,53.0,2321.0
VIRGINIA,Metropolitan Counties,Fauquier,51.0,0.0,1.0,5.0,0.0,2.0,0.0,29.0,4.0,61.0,1.0,0.0,15.0,110.0,0.0,0.0,42.0,0.0,2.0,1.0,11.0,335.0
VIRGINIA,Metropolitan Counties,Floyd,192.0,0.0,4.0,12.0,1.0,4.0,0.0,57.0,3.0,118.0,5.0,0.0,45.0,144.0,0.0,1.0,43.0,0.0,2.0,0.0,6.0,637.0
VIRGINIA,Metropolitan Counties,Fluvanna,231.0,0.0,0.0,17.0,1.0,1.0,0.0,129.0,16.0,228.0,4.0,0.0,64.0,435.0,3.0,1.0,176.0,0.0,5.0,0.0,26.0,1337.0
VIRGINIA,Metropolitan Counties,Franklin,1119.0,2.0,7.0,73.0,3.0,2.0,0.0,296.0,59.0,736.0,21.0,0.0,149.0,1199.0,11.0,13.0,269.0,0.0,19.0,1.0,61.0,4040.0
VIRGINIA,Metropolitan Counties,Frederick,67.0,0.0,4.0,10.0,0.0,0.0,0.0,29.0,9.0,41.0,3.0,0.0,8.0,96.0,0.0,1.0,162.0,0.0,3.0,0.0,12.0,445.0
VIRGINIA,Metropolitan Counties,Giles,478.0,2.0,2.0,17.0,0.0,3.0,0.0,89.0,12.0,172.0,11.0,0.0,95.0,604.0,6.0,1.0,185.0,0.0,6.0,0.0,11.0,1694.0
VIRGINIA,Metropolitan Counties,Gloucester,96.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,80.0,7.0,0.0,56.0,163.0,0.0,3.0,43.0,0.0,0.0,0.0,13.0,523.0
VIRGINIA,Metropolitan Counties,Goochland,258.0,0.0,1.0,12.0,0.0,2.0,0.0,30.0,2.0,156.0,9.0,0.0,34.0,211.0,0.0,0.0,64.0,0.0,2.0,1.0,7.0,789.0
VIRGINIA,Metropolitan Counties,Greene,694.0,5.0,5.0,34.0,2.0,3.0,0.0,99.0,50.0,345.0,25.0,0.0,196.0,840.0,17.0,18.0,426.0,0.0,5.0,3.0,47.0,2814.0
